player_id,transfer_date,transfer_season,from_club_id,to_club_id,from_club_name,to_club_name,transfer_fee,market_value_in_eur,player_name,transfer_type,date_of_birth,country_of_citizenship,position,age_at_transfer,game_day,transfer_date_str
18922,2005-07-01,05/06,7813.0,1041.0,Olymp. Lyon,Lyon,0.0,0.0,Karim Benzema,Transfer,1987-12-19,France,Attack,17.533196440793976,1,2005-07-01
18922,2009-07-09,09/10,1041.0,418.0,Lyon,Real Madrid,35000000.0,29000000.0,Karim Benzema,,1987-12-19,France,Attack,21.555099247091032,1,2009-07-09
18922,2023-07-01,23/24,418.0,8023.0,Real Madrid,Al-Ittihad,0.0,25000000.0,Karim Benzema,,1987-12-19,France,Attack,35.53182751540041,1,2023-07-01
18922,2026-02-02,25/26,8023.0,1114.0,Al-Ittihad,Al-Hilal,0.0,6000000.0,Karim Benzema,,1987-12-19,France,Attack,38.12457221081451,1,2026-02-02
315779,2016-01-04,15/16,1464.0,16.0,Borussia Dortmund,Borussia Dortmund,0.0,0.0,Christian Pulisic,Transfer,1998-09-18,United States,Attack,17.295003422313485,2,2016-01-04
315779,2019-01-02,18/19,16.0,631.0,Borussia Dortmund,Chelsea,64000000.0,50000000.0,Christian Pulisic,Transfer,1998-09-18,United States,Attack,20.290212183436,2,2019-01-02
315779,2019-01-03,18/19,631.0,16.0,Chelsea,Borussia Dortmund,0.0,50000000.0,Christian Pulisic,,1998-09-18,United States,Attack,20.292950034223136,2,2019-01-03
315779,2019-06-30,18/19,16.0,631.0,Borussia Dortmund,Chelsea,0.0,60000000.0,Christian Pulisic,,1998-09-18,United States,Attack,20.78028747433265,2,2019-06-30
315779,2023-07-13,23/24,631.0,5.0,Chelsea,AC Milan,20800000.0,25000000.0,Christian Pulisic,Transfer,1998-09-18,United States,Attack,24.815879534565365,2,2023-07-13
225122,2014-07-01,14/15,8889.0,10330.0,Benfica,Benfica,0.0,0.0,Gonçalo Guedes,Transfer,1996-11-29,Portugal,Attack,17.585215605749486,3,2014-07-01
225122,2015-01-01,14/15,10330.0,294.0,Benfica,Benfica,0.0,0.0,Gonçalo Guedes,Transfer,1996-11-29,Portugal,Attack,18.088980150581794,3,2015-01-01
225122,2017-01-25,16/17,294.0,583.0,Benfica,Paris Saint-Germain,30000000.0,9000000.0,Gonçalo Guedes,Transfer,1996-11-29,Portugal,Attack,20.15605749486653,3,2017-01-25
225122,2017-09-01,17/18,583.0,1049.0,Paris Saint-Germain,Valencia,0.0,17000000.0,Gonçalo Guedes,,1996-11-29,Portugal,Attack,20.75564681724846,3,2017-09-01
225122,2018-06-30,17/18,1049.0,583.0,Valencia,Paris Saint-Germain,0.0,40000000.0,Gonçalo Guedes,,1996-11-29,Portugal,Attack,21.582477754962355,3,2018-06-30
225122,2018-08-27,18/19,583.0,1049.0,Paris Saint-Germain,Valencia,40000000.0,40000000.0,Gonçalo Guedes,,1996-11-29,Portugal,Attack,21.741273100616016,3,2018-08-27
225122,2022-08-08,22/23,1049.0,543.0,Valencia,Wolverhampton Wanderers,32600000.0,40000000.0,Gonçalo Guedes,Transfer,1996-11-29,Portugal,Attack,25.689253935660506,3,2022-08-08
225122,2023-01-19,22/23,543.0,294.0,Wolverhampton Wanderers,Benfica,0.0,32000000.0,Gonçalo Guedes,,1996-11-29,Portugal,Attack,26.138261464750173,3,2023-01-19
225122,2023-06-30,22/23,294.0,543.0,Benfica,Wolverhampton Wanderers,0.0,23000000.0,Gonçalo Guedes,,1996-11-29,Portugal,Attack,26.581793292265573,3,2023-06-30
225122,2023-08-29,23/24,543.0,294.0,Wolverhampton Wanderers,Benfica,0.0,23000000.0,Gonçalo Guedes,,1996-11-29,Portugal,Attack,26.746064339493497,3,2023-08-29
225122,2024-01-18,23/24,294.0,543.0,Benfica,Wolverhampton Wanderers,0.0,18000000.0,Gonçalo Guedes,,1996-11-29,Portugal,Attack,27.134839151266256,3,2024-01-18
225122,2024-01-19,23/24,543.0,1050.0,Wolverhampton Wanderers,Villarreal,0.0,18000000.0,Gonçalo Guedes,,1996-11-29,Portugal,Attack,27.137577002053387,3,2024-01-19
225122,2024-06-30,23/24,1050.0,543.0,Villarreal,Wolverhampton Wanderers,0.0,15000000.0,Gonçalo Guedes,,1996-11-29,Portugal,Attack,27.583846680355922,3,2024-06-30
225122,2025-08-04,25/26,543.0,681.0,Wolverhampton Wanderers,Real Sociedad,4000000.0,11000000.0,Gonçalo Guedes,,1996-11-29,Portugal,Attack,28.67898699520876,3,2025-08-04
257455,2013-01-01,12/13,35285.0,10283.0,Sacavenense,Sporting CP,37000.0,0.0,João Palhinha,Transfer,1995-07-09,Portugal,Midfield,17.4839151266256,4,2013-01-01
257455,2014-07-01,14/15,10283.0,10949.0,Sporting CP,Sporting CP,0.0,0.0,João Palhinha,Transfer,1995-07-09,Portugal,Midfield,18.978781656399725,4,2014-07-01
257455,2015-08-12,15/16,10949.0,979.0,Sporting CP,Moreirense,0.0,75000.0,João Palhinha,,1995-07-09,Portugal,Midfield,20.093086926762492,4,2015-08-12
257455,2016-06-30,15/16,979.0,10949.0,Moreirense,Sporting CP,0.0,500000.0,João Palhinha,,1995-07-09,Portugal,Midfield,20.97741273100616,4,2016-06-30
257455,2016-07-01,16/17,10949.0,336.0,Sporting CP,Sporting CP,0.0,500000.0,João Palhinha,Transfer,1995-07-09,Portugal,Midfield,20.980150581793293,4,2016-07-01
257455,2016-08-09,16/17,336.0,68608.0,Sporting CP,Belenenses,0.0,1250000.0,João Palhinha,,1995-07-09,Portugal,Midfield,21.086926762491444,4,2016-08-09
257455,2017-01-04,16/17,68608.0,336.0,Belenenses,Sporting CP,0.0,1250000.0,João Palhinha,,1995-07-09,Portugal,Midfield,21.492128678986994,4,2017-01-04
257455,2018-08-07,18/19,336.0,1075.0,Sporting CP,Braga,0.0,1500000.0,João Palhinha,,1995-07-09,Portugal,Midfield,23.080082135523615,4,2018-08-07
257455,2020-07-31,19/20,1075.0,336.0,Braga,Sporting CP,0.0,4800000.0,João Palhinha,,1995-07-09,Portugal,Midfield,25.062286105407257,4,2020-07-31
257455,2022-07-04,22/23,336.0,931.0,Sporting CP,Fulham,24900000.0,25000000.0,João Palhinha,,1995-07-09,Portugal,Midfield,26.986995208761122,4,2022-07-04
257455,2024-07-11,24/25,931.0,27.0,Fulham,Bayern Munich,51000000.0,55000000.0,João Palhinha,,1995-07-09,Portugal,Midfield,29.00752908966461,4,2024-07-11
257455,2025-08-03,25/26,27.0,148.0,Bayern Munich,Tottenham Hotspur,0.0,30000000.0,João Palhinha,,1995-07-09,Portugal,Midfield,30.069815195071868,4,2025-08-03
257455,2026-06-30,25/26,148.0,27.0,Tottenham Hotspur,Bayern Munich,0.0,15000000.0,João Palhinha,,1995-07-09,Portugal,Midfield,30.976043805612594,4,2026-06-30
230784,2012-07-01,12/13,21121.0,3679.0,Leganés,Atl. Madrileño,0.0,0.0,Thomas Partey,Transfer,1993-06-13,Ghana,Midfield,19.04996577686516,5,2012-07-01
230784,2013-07-12,13/14,3679.0,237.0,Atl. Madrileño,Mallorca,0.0,0.0,Thomas Partey,,1993-06-13,Ghana,Midfield,20.079397672826833,5,2013-07-12
230784,2014-06-30,13/14,237.0,3679.0,Mallorca,Atl. Madrileño,0.0,1000000.0,Thomas Partey,,1993-06-13,Ghana,Midfield,21.045859000684462,5,2014-06-30
230784,2014-07-27,14/15,3679.0,3302.0,Atl. Madrileño,Almería,0.0,1000000.0,Thomas Partey,,1993-06-13,Ghana,Midfield,21.11978097193703,5,2014-07-27
230784,2015-06-30,14/15,3302.0,3679.0,Almería,Atl. Madrileño,0.0,2500000.0,Thomas Partey,,1993-06-13,Ghana,Midfield,22.04517453798768,5,2015-06-30
230784,2015-07-01,15/16,3679.0,13.0,Atl. Madrileño,Atletico Madrid,0.0,4000000.0,Thomas Partey,Transfer,1993-06-13,Ghana,Midfield,22.04791238877481,5,2015-07-01
230784,2020-10-05,20/21,13.0,11.0,Atletico Madrid,Arsenal,50000000.0,40000000.0,Thomas Partey,Transfer,1993-06-13,Ghana,Midfield,27.312799452429843,5,2020-10-05
230784,2025-08-07,25/26,11.0,1050.0,Arsenal,Villarreal,0.0,14000000.0,Thomas Partey,,1993-06-13,Ghana,Midfield,32.15058179329227,5,2025-08-07
321247,2014-07-01,14/15,28866.0,8510.0,Getafe,Getafe,0.0,0.0,Emiliano Buendía,Transfer,1996-12-25,Argentina,Attack,17.51403148528405,6,2014-07-01
321247,2015-07-01,15/16,8510.0,3709.0,Getafe,Getafe,0.0,0.0,Emiliano Buendía,Transfer,1996-12-25,Argentina,Attack,18.51334702258727,6,2015-07-01
321247,2017-07-27,17/18,3709.0,4542.0,Getafe,CyD Leonesa,0.0,500000.0,Emiliano Buendía,,1996-12-25,Argentina,Attack,20.58590006844627,6,2017-07-27
321247,2018-06-30,17/18,4542.0,3709.0,CyD Leonesa,Getafe,0.0,2500000.0,Emiliano Buendía,,1996-12-25,Argentina,Attack,21.51129363449692,6,2018-06-30
321247,2018-07-01,18/19,3709.0,1123.0,Getafe,Norwich,1500000.0,2500000.0,Emiliano Buendía,Transfer,1996-12-25,Argentina,Attack,21.51403148528405,6,2018-07-01
321247,2021-07-01,21/22,1123.0,405.0,Norwich,Aston Villa,38400000.0,35000000.0,Emiliano Buendía,,1996-12-25,Argentina,Attack,24.514715947980836,6,2021-07-01
321247,2025-01-29,24/25,405.0,15.0,Aston Villa,Bayer Leverkusen,0.0,18000000.0,Emiliano Buendía,,1996-12-25,Argentina,Attack,28.095824777549623,6,2025-01-29
321247,2025-06-30,24/25,15.0,405.0,Bayer Leverkusen,Aston Villa,0.0,15000000.0,Emiliano Buendía,,1996-12-25,Argentina,Attack,28.511978097193705,6,2025-06-30
179184,2011-07-01,11/12,24394.0,3057.0,Standard,Standard Liège,0.0,0.0,Michy Batshuayi,Transfer,1993-10-02,Belgium,Attack,17.744010951403148,7,2011-07-01
179184,2014-07-01,14/15,3057.0,244.0,Standard Liège,Marseille,6000000.0,8000000.0,Michy Batshuayi,,1993-10-02,Belgium,Attack,20.744695414099933,7,2014-07-01
179184,2016-07-03,16/17,244.0,631.0,Marseille,Chelsea,39000000.0,15000000.0,Michy Batshuayi,,1993-10-02,Belgium,Attack,22.751540041067763,7,2016-07-03
179184,2018-01-31,17/18,631.0,16.0,Chelsea,Borussia Dortmund,0.0,25000000.0,Michy Batshuayi,,1993-10-02,Belgium,Attack,24.331279945242983,7,2018-01-31
179184,2018-06-30,17/18,16.0,631.0,Borussia Dortmund,Chelsea,0.0,40000000.0,Michy Batshuayi,,1993-10-02,Belgium,Attack,24.7419575633128,7,2018-06-30
179184,2018-08-10,18/19,631.0,1049.0,Chelsea,Valencia,0.0,40000000.0,Michy Batshuayi,,1993-10-02,Belgium,Attack,24.854209445585216,7,2018-08-10
179184,2019-01-30,18/19,1049.0,631.0,Valencia,Chelsea,0.0,30000000.0,Michy Batshuayi,,1993-10-02,Belgium,Attack,25.32785763175907,7,2019-01-30
179184,2019-01-31,18/19,631.0,873.0,Chelsea,Crystal Palace,0.0,30000000.0,Michy Batshuayi,,1993-10-02,Belgium,Attack,25.3305954825462,7,2019-01-31
179184,2019-06-30,18/19,873.0,631.0,Crystal Palace,Chelsea,0.0,30000000.0,Michy Batshuayi,,1993-10-02,Belgium,Attack,25.741273100616016,7,2019-06-30
179184,2020-09-10,20/21,631.0,873.0,Chelsea,Crystal Palace,0.0,14000000.0,Michy Batshuayi,,1993-10-02,Belgium,Attack,26.940451745379878,7,2020-09-10
179184,2021-05-31,20/21,873.0,631.0,Crystal Palace,Chelsea,0.0,10000000.0,Michy Batshuayi,,1993-10-02,Belgium,Attack,27.66050650239562,7,2021-05-31
179184,2021-08-18,21/22,631.0,114.0,Chelsea,Besiktas,0.0,10000000.0,Michy Batshuayi,,1993-10-02,Belgium,Attack,27.876796714579054,7,2021-08-18
179184,2022-06-30,21/22,114.0,631.0,Besiktas,Chelsea,0.0,10000000.0,Michy Batshuayi,,1993-10-02,Belgium,Attack,28.7419575633128,7,2022-06-30
179184,2022-09-02,22/23,631.0,36.0,Chelsea,Fenerbahce,3500000.0,10000000.0,Michy Batshuayi,Transfer,1993-10-02,Belgium,Attack,28.917180013689254,7,2022-09-02
179184,2022-09-02,22/23,631.0,36.0,Chelsea,Fenerbahçe,3500000.0,10000000.0,Michy Batshuayi,,1993-10-02,Belgium,Attack,28.917180013689254,7,2022-09-02
179184,2024-07-01,24/25,36.0,141.0,Fenerbahce,Galatasaray,0.0,8500000.0,Michy Batshuayi,Transfer,1993-10-02,Belgium,Attack,30.746064339493497,7,2024-07-01
179184,2024-07-01,24/25,36.0,141.0,Fenerbahçe,Galatasaray,0.0,8500000.0,Michy Batshuayi,,1993-10-02,Belgium,Attack,30.746064339493497,7,2024-07-01
179184,2025-02-03,24/25,141.0,24.0,Galatasaray,Frankfurt,3000000.0,7000000.0,Michy Batshuayi,,1993-10-02,Belgium,Attack,31.340177960301162,7,2025-02-03
179184,2025-02-03,24/25,141.0,24.0,Galatasaray,E. Frankfurt,3000000.0,7000000.0,Michy Batshuayi,Transfer,1993-10-02,Belgium,Attack,31.340177960301162,7,2025-02-03
711337,2018-02-28,17/18,14702.0,34775.0,Fluminense,STK Samorin,0.0,0.0,Evanilson,Loan,1999-10-06,Brazil,Attack,18.39835728952772,8,2018-02-28
711337,2018-06-30,17/18,34775.0,14702.0,STK Samorin,Fluminense,0.0,0.0,Evanilson,Return from loan,1999-10-06,Brazil,Attack,18.732375085557837,8,2018-06-30
711337,2019-07-01,19/20,14702.0,2462.0,Fluminense,Fluminense,0.0,0.0,Evanilson,Transfer,1999-10-06,Brazil,Attack,19.734428473648187,8,2019-07-01
711337,2020-01-10,19/20,2462.0,3234.0,Fluminense,Tombense,0.0,50000.0,Evanilson,Transfer,1999-10-06,Brazil,Attack,20.262833675564682,8,2020-01-10
711337,2020-01-13,19/20,3234.0,2462.0,Tombense,Fluminense,0.0,50000.0,Evanilson,Loan,1999-10-06,Brazil,Attack,20.27104722792608,8,2020-01-13
711337,2020-09-08,20/21,2462.0,3234.0,Fluminense,Tombense,0.0,4000000.0,Evanilson,Return from loan,1999-10-06,Brazil,Attack,20.92539356605065,8,2020-09-08
711337,2020-09-09,20/21,3234.0,720.0,Tombense,Porto,12050000.0,7500000.0,Evanilson,,1999-10-06,Brazil,Attack,20.928131416837783,8,2020-09-09
711337,2024-08-16,24/25,720.0,989.0,Porto,Bournemouth,37000000.0,35000000.0,Evanilson,,1999-10-06,Brazil,Attack,24.862422997946613,8,2024-08-16
480762,2015-07-01,15/16,15107.0,14836.0,Newell's,Newell's,0.0,0.0,Lisandro Martínez,Transfer,1998-01-18,Argentina,Defender,17.44832306639288,9,2015-07-01
480762,2017-08-11,17/18,14836.0,2402.0,Newell's,Defensa,0.0,0.0,Lisandro Martínez,Loan,1998-01-18,Argentina,Defender,19.561943874058862,9,2017-08-11
480762,2018-06-30,17/18,2402.0,14836.0,Defensa,Newell's,0.0,2000000.0,Lisandro Martínez,Return from loan,1998-01-18,Argentina,Defender,20.44626967830253,9,2018-06-30
480762,2018-07-01,18/19,14836.0,2402.0,Newell's,Defensa,725000.0,2000000.0,Lisandro Martínez,Transfer,1998-01-18,Argentina,Defender,20.449007529089666,9,2018-07-01
480762,2019-07-01,19/20,2402.0,610.0,Defensa,Ajax,7000000.0,6000000.0,Lisandro Martínez,Transfer,1998-01-18,Argentina,Defender,21.44832306639288,9,2019-07-01
480762,2022-07-27,22/23,610.0,985.0,Ajax,Manchester United,57370000.0,32000000.0,Lisandro Martínez,,1998-01-18,Argentina,Defender,24.520191649555098,9,2022-07-27
164770,2010-07-01,10/11,10824.0,826.0,Lens,Lens,0.0,0.0,Raphaël Varane,Transfer,1993-04-25,France,Defender,17.182751540041068,10,2010-07-01
164770,2011-07-01,11/12,826.0,418.0,Lens,Real Madrid,11000000.0,4000000.0,Raphaël Varane,,1993-04-25,France,Defender,18.182067077344286,10,2011-07-01
164770,2021-08-14,21/22,418.0,985.0,Real Madrid,Manchester United,40000000.0,70000000.0,Raphaël Varane,,1993-04-25,France,Defender,28.303901437371664,10,2021-08-14
164770,2024-07-28,24/25,985.0,1047.0,Manchester United,Como,0.0,20000000.0,Raphaël Varane,Transfer,1993-04-25,France,Defender,31.2580424366872,10,2024-07-28
164770,2024-09-25,24/25,1047.0,123.0,Como,Retired,0.0,20000000.0,Raphaël Varane,Transfer,1993-04-25,France,Defender,31.419575633127995,10,2024-09-25
581678,2020-07-23,20/21,337.0,16.0,Birmingham,Borussia Dortmund,30150000.0,11000000.0,Jude Bellingham,,2003-06-29,England,Midfield,17.06776180698152,11,2020-07-23
581678,2023-07-01,23/24,16.0,418.0,Borussia Dortmund,Real Madrid,127000000.0,120000000.0,Jude Bellingham,Transfer,2003-06-29,England,Midfield,20.005475701574266,11,2023-07-01
605184,2017-07-01,17/18,9372.0,9371.0,Toulouse,Toulouse,0.0,0.0,Jean-Clair Todibo,Transfer,1999-12-30,France,Defender,17.503080082135522,12,2017-07-01
605184,2018-07-01,18/19,9371.0,415.0,Toulouse,Toulouse,0.0,0.0,Jean-Clair Todibo,Transfer,1999-12-30,France,Defender,18.50239561943874,12,2018-07-01
605184,2019-01-31,18/19,415.0,131.0,Toulouse,Barcelona,1000000.0,8000000.0,Jean-Clair Todibo,,1999-12-30,France,Defender,19.08829568788501,12,2019-01-31
605184,2020-01-15,19/20,131.0,33.0,Barcelona,Schalke,0.0,10000000.0,Jean-Clair Todibo,Loan,1999-12-30,France,Defender,20.043805612594113,12,2020-01-15
605184,2020-06-30,19/20,33.0,131.0,Schalke,Barcelona,0.0,9000000.0,Jean-Clair Todibo,Return from loan,1999-12-30,France,Defender,20.501026694045173,12,2020-06-30
605184,2020-10-05,20/21,131.0,294.0,Barcelona,Benfica,0.0,14000000.0,Jean-Clair Todibo,Loan,1999-12-30,France,Defender,20.76659822039699,12,2020-10-05
605184,2021-01-31,20/21,294.0,131.0,Benfica,Barcelona,0.0,12000000.0,Jean-Clair Todibo,Return from loan,1999-12-30,France,Defender,21.089664613278575,12,2021-01-31
605184,2021-02-01,20/21,131.0,417.0,Barcelona,Nice,0.0,12000000.0,Jean-Clair Todibo,Loan,1999-12-30,France,Defender,21.09240246406571,12,2021-02-01
605184,2021-06-30,20/21,417.0,131.0,Nice,Barcelona,0.0,12000000.0,Jean-Clair Todibo,Return from loan,1999-12-30,France,Defender,21.50034223134839,12,2021-06-30
605184,2021-07-01,21/22,131.0,417.0,Barcelona,Nice,16500000.0,12000000.0,Jean-Clair Todibo,,1999-12-30,France,Defender,21.503080082135522,12,2021-07-01
605184,2024-08-10,24/25,417.0,379.0,Nice,West Ham United,0.0,35000000.0,Jean-Clair Todibo,Loan,1999-12-30,France,Defender,24.61327857631759,12,2024-08-10
605184,2025-06-30,24/25,379.0,417.0,West Ham United,Nice,0.0,25000000.0,Jean-Clair Todibo,Return from loan,1999-12-30,France,Defender,25.50034223134839,12,2025-06-30
605184,2025-07-01,25/26,417.0,379.0,Nice,West Ham United,40000000.0,25000000.0,Jean-Clair Todibo,,1999-12-30,France,Defender,25.503080082135522,12,2025-07-01
66515,2008-01-01,07/08,14724.0,978.0,Vasco,Vasco da Gama,0.0,0.0,Alex Teixeira,Transfer,1990-01-06,Brazil,Midfield,17.984941820670773,13,2008-01-01
66515,2010-01-01,09/10,978.0,660.0,Vasco da Gama,Shakhtar D,6000000.0,3500000.0,Alex Teixeira,,1990-01-06,Brazil,Midfield,19.98631074606434,13,2010-01-01
66515,2016-02-05,15/16,660.0,22219.0,Shakhtar D,JS Suning,50000000.0,30000000.0,Alex Teixeira,,1990-01-06,Brazil,Midfield,26.080766598220396,13,2016-02-05
66515,2021-01-01,20/21,22219.0,515.0,Jiangsu,Without,0.0,12000000.0,Alex Teixeira,Transfer,1990-01-06,Brazil,Midfield,30.986995208761122,13,2021-01-01
66515,2021-08-09,21/22,515.0,114.0,Without,Besiktas,0.0,7000000.0,Alex Teixeira,Transfer,1990-01-06,Brazil,Midfield,31.589322381930184,13,2021-08-09
66515,2022-07-01,22/23,114.0,978.0,Besiktas,Vasco da Gama,0.0,2900000.0,Alex Teixeira,Transfer,1990-01-06,Brazil,Midfield,32.48186173853525,13,2022-07-01
66515,2024-01-01,23/24,978.0,515.0,Vasco da Gama,Without,0.0,900000.0,Alex Teixeira,Transfer,1990-01-06,Brazil,Midfield,33.98494182067078,13,2024-01-01
66515,2024-07-15,24/25,515.0,978.0,Without,Vasco da Gama,0.0,500000.0,Alex Teixeira,Transfer,1990-01-06,Brazil,Midfield,34.521560574948666,13,2024-07-15
66515,2025-09-10,25/26,978.0,515.0,Vasco da Gama,Without,0.0,200000.0,Alex Teixeira,Transfer,1990-01-06,Brazil,Midfield,35.676933607118414,13,2025-09-10
811778,2020-09-11,20/21,13711.0,9251.0,Real Madrid,Manchester United,0.0,0.0,Álvaro Carreras,Transfer,2003-03-23,Spain,Defender,17.472963723477072,14,2020-09-11
811778,2022-07-01,22/23,9251.0,985.0,Manchester United,Manchester United,0.0,2000000.0,Álvaro Carreras,Transfer,2003-03-23,Spain,Defender,19.274469541409992,14,2022-07-01
811778,2022-07-26,22/23,985.0,466.0,Manchester United,Preston,0.0,2000000.0,Álvaro Carreras,Loan,2003-03-23,Spain,Defender,19.342915811088297,14,2022-07-26
811778,2023-05-31,22/23,466.0,985.0,Preston,Manchester United,0.0,6000000.0,Álvaro Carreras,Return from loan,2003-03-23,Spain,Defender,20.188911704312115,14,2023-05-31
811778,2023-09-01,23/24,985.0,16795.0,Manchester United,Granada,0.0,7000000.0,Álvaro Carreras,Loan,2003-03-23,Spain,Defender,20.4435318275154,14,2023-09-01
811778,2024-01-14,23/24,16795.0,985.0,Granada,Manchester United,0.0,7000000.0,Álvaro Carreras,Return from loan,2003-03-23,Spain,Defender,20.813141683778234,14,2024-01-14
811778,2024-01-16,23/24,985.0,294.0,Manchester United,Benfica,0.0,7000000.0,Álvaro Carreras,Loan,2003-03-23,Spain,Defender,20.8186173853525,14,2024-01-16
811778,2024-06-30,23/24,294.0,985.0,Benfica,Manchester United,0.0,7000000.0,Álvaro Carreras,Return from loan,2003-03-23,Spain,Defender,21.27310061601643,14,2024-06-30
811778,2024-07-01,24/25,985.0,294.0,Manchester United,Benfica,14300000.0,7000000.0,Álvaro Carreras,Transfer,2003-03-23,Spain,Defender,21.27583846680356,14,2024-07-01
811778,2025-07-14,25/26,294.0,418.0,Benfica,Real Madrid,50000000.0,35000000.0,Álvaro Carreras,,2003-03-23,Spain,Defender,22.310746064339494,14,2025-07-14
128223,2010-07-01,10/11,28870.0,6767.0,Real Madrid,RM,0.0,0.0,Álvaro Morata,Transfer,1992-10-23,Spain,Attack,17.686516084873375,15,2010-07-01
128223,2013-07-01,13/14,6767.0,418.0,RM,Real Madrid,0.0,9000000.0,Álvaro Morata,Transfer,1992-10-23,Spain,Attack,20.687200547570157,15,2013-07-01
128223,2014-07-19,14/15,418.0,506.0,Real Madrid,Juventus,20000000.0,12000000.0,Álvaro Morata,Transfer,1992-10-23,Spain,Attack,21.73579739904175,15,2014-07-19
128223,2016-07-01,16/17,506.0,418.0,Juventus,Real Madrid,30000000.0,30000000.0,Álvaro Morata,,1992-10-23,Spain,Attack,23.68788501026694,15,2016-07-01
128223,2017-07-21,17/18,418.0,631.0,Real Madrid,Chelsea,66000000.0,40000000.0,Álvaro Morata,,1992-10-23,Spain,Attack,24.7419575633128,15,2017-07-21
128223,2019-01-28,18/19,631.0,13.0,Chelsea,Atletico Madrid,0.0,50000000.0,Álvaro Morata,Loan,1992-10-23,Spain,Attack,26.26420260095825,15,2019-01-28
128223,2020-06-30,19/20,13.0,631.0,Atletico Madrid,Chelsea,0.0,36000000.0,Álvaro Morata,Return from loan,1992-10-23,Spain,Attack,27.685147159479808,15,2020-06-30
128223,2020-07-01,20/21,631.0,13.0,Chelsea,Atletico Madrid,35000000.0,36000000.0,Álvaro Morata,,1992-10-23,Spain,Attack,27.68788501026694,15,2020-07-01
128223,2020-09-22,20/21,13.0,506.0,Atletico Madrid,Juventus,0.0,36000000.0,Álvaro Morata,Loan,1992-10-23,Spain,Attack,27.915126625598905,15,2020-09-22
128223,2022-06-30,21/22,506.0,13.0,Juventus,Atletico Madrid,0.0,25000000.0,Álvaro Morata,Return from loan,1992-10-23,Spain,Attack,29.683778234086244,15,2022-06-30
128223,2024-07-19,24/25,13.0,5.0,Atletico Madrid,AC Milan,17200000.0,16000000.0,Álvaro Morata,,1992-10-23,Spain,Attack,31.737166324435318,15,2024-07-19
128223,2025-02-02,24/25,5.0,141.0,AC Milan,Galatasaray,0.0,13000000.0,Álvaro Morata,Loan,1992-10-23,Spain,Attack,32.27926078028747,15,2025-02-02
128223,2025-08-10,25/26,141.0,5.0,Galatasaray,AC Milan,0.0,11000000.0,Álvaro Morata,Transfer,1992-10-23,Spain,Attack,32.79671457905544,15,2025-08-10
128223,2025-08-12,25/26,5.0,1047.0,AC Milan,Como,0.0,11000000.0,Álvaro Morata,Loan,1992-10-23,Spain,Attack,32.80219028062971,15,2025-08-12
128223,2026-06-30,25/26,1047.0,5.0,Como,AC Milan,0.0,11000000.0,Álvaro Morata,Return from loan,1992-10-23,Spain,Attack,33.68377823408624,15,2026-06-30
475959,2019-01-26,18/19,36342.0,9641.0,Din. Zagreb,Din. Zagreb,0.0,0.0,Josko Gvardiol,Transfer,2002-01-23,Croatia,Defender,17.00752908966461,16,2019-01-26
475959,2019-07-01,19/20,9641.0,419.0,Din. Zagreb,Dinamo Zagreb,0.0,0.0,Josko Gvardiol,Transfer,2002-01-23,Croatia,Defender,17.43463381245722,16,2019-07-01
475959,2021-07-01,21/22,419.0,23826.0,Dinamo Zagreb,RB Leipzig,36800000.0,19000000.0,Josko Gvardiol,,2002-01-23,Croatia,Defender,19.43600273785079,16,2021-07-01
475959,2023-08-05,23/24,23826.0,281.0,RB Leipzig,Manchester City,90000000.0,75000000.0,Josko Gvardiol,,2002-01-23,Croatia,Defender,21.530458590006845,16,2023-08-05
411975,2016-07-01,16/17,10873.0,10872.0,Bordeaux,G. Bordeaux,0.0,0.0,Jules Koundé,Transfer,1998-11-12,France,Defender,17.634496919917865,17,2016-07-01
411975,2017-10-10,17/18,10872.0,40.0,G. Bordeaux,G. Bordeaux,0.0,0.0,Jules Koundé,Transfer,1998-11-12,France,Defender,18.910335386721425,17,2017-10-10
411975,2019-07-03,19/20,40.0,368.0,G. Bordeaux,Sevilla,35000000.0,15000000.0,Jules Koundé,Transfer,1998-11-12,France,Defender,20.637919233401778,17,2019-07-03
411975,2022-07-28,22/23,368.0,131.0,Sevilla,Barcelona,50000000.0,60000000.0,Jules Koundé,Transfer,1998-11-12,France,Defender,23.707049965776864,17,2022-07-28
357119,2016-07-01,16/17,10826.0,10825.0,Sochaux,Sochaux,0.0,0.0,Ibrahima Konaté,Transfer,1999-05-25,France,Defender,17.10335386721424,18,2016-07-01
357119,2017-01-01,16/17,10825.0,750.0,Sochaux,Sochaux,0.0,0.0,Ibrahima Konaté,Transfer,1999-05-25,France,Defender,17.607118412046542,18,2017-01-01
357119,2017-07-01,17/18,750.0,23826.0,Sochaux,RB Leipzig,0.0,300000.0,Ibrahima Konaté,Transfer,1999-05-25,France,Defender,18.102669404517453,18,2017-07-01
357119,2021-07-01,21/22,23826.0,31.0,RB Leipzig,Liverpool,40000000.0,35000000.0,Ibrahima Konaté,Transfer,1999-05-25,France,Defender,22.102669404517453,18,2021-07-01
401356,2015-01-01,14/15,64754.0,13361.0,América,América Coapa,0.0,0.0,Edson Álvarez,Transfer,1997-10-24,Mexico,Midfield,17.188227241615333,19,2015-01-01
